thing,ts,prop_rssi,prop_temp,prop_ojfawje,prop_waterheater,prop_hvac,prop_main,prop_office,prop_other,prop_refrigerator,loc_lat,loc_lng,loc_heading,loc_speed,loc_corrId,loc_streetNumber,loc_street,loc_city,loc_state,loc_zipCode,loc_country,attr_m2x_deviceid
homepower,1.426033662194E9,null,null,null,4126.0,5.0,6300.0,257.0,1711.0,225.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.426033384193E9,null,null,null,4305.0,330.0,6521.0,257.0,1609.0,8.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.426033942196E9,null,null,null,4126.0,2231.0,9917.0,257.0,2213.0,173.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.42603466233E9,null,null,null,4126.0,5.0,6342.0,257.0,3567.0,123.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.426033081841E9,null,null,null,0.0,2246.0,4166.0,257.0,1451.0,92.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.426033622194E9,null,null,null,4305.0,6.0,6467.0,257.0,1636.0,162.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.426034142423E9,null,null,null,4126.0,2231.0,9698.0,257.0,2228.0,173.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.426034542195E9,null,null,null,4126.0,2231.0,8565.0,257.0,3563.0,123.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.426036122341E9,null,null,null,4295.0,5.0,6237.0,257.0,1628.0,121.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.426034222395E9,null,null,null,4126.0,2231.0,9231.0,257.0,2735.0,173.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.419881011351E9,null,null,null,0.0,3.0,678.0,250.0,389.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.419880531284E9,null,null,null,0.0,3.0,763.0,250.0,389.0,127.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.419880390781E9,null,null,null,0.0,3.0,711.0,250.0,389.0,127.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.419882231274E9,null,null,null,0.0,3.0,731.0,250.0,389.0,143.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.419881011351E9,null,null,null,0.0,3.0,678.0,250.0,389.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41988258074E9,null,null,null,0.0,3.0,742.0,250.0,389.0,143.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41988221828E9,null,null,null,0.0,3.0,731.0,250.0,389.0,90.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.419882231486E9,null,null,null,0.0,3.0,795.0,250.0,389.0,143.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41988221828E9,null,null,null,0.0,3.0,731.0,250.0,389.0,90.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894411151E9,null,null,null,0.0,240.0,799.0,253.0,308.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894411151E9,null,null,null,0.0,240.0,799.0,253.0,308.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894493149E9,null,null,null,0.0,4.0,716.0,253.0,451.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417892451154E9,null,null,null,0.0,2230.0,2945.0,253.0,68.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893151151E9,null,null,null,0.0,4.0,606.0,253.0,291.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789245115E9,null,null,null,0.0,2230.0,2945.0,253.0,68.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893811162E9,null,null,null,0.0,2268.0,2866.0,253.0,308.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789439115E9,null,null,null,0.0,332.0,923.0,253.0,308.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789309115E9,null,null,null,0.0,2191.0,2753.0,253.0,291.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417892471153E9,null,null,null,0.0,2308.0,3000.0,253.0,347.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893153151E9,null,null,null,0.0,4.0,606.0,253.0,346.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789176915E9,null,null,null,0.0,332.0,1270.0,253.0,323.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789245315E9,null,null,null,0.0,2230.0,2945.0,253.0,347.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893271152E9,null,null,null,0.0,4.0,606.0,253.0,346.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893551149E9,null,null,null,0.0,4.0,606.0,253.0,346.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417891751153E9,null,null,null,0.0,332.0,1270.0,253.0,241.0,362.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893111151E9,null,null,null,0.0,331.0,913.0,253.0,291.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893069151E9,null,null,null,0.0,2308.0,2920.0,253.0,291.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893771153E9,null,null,null,0.0,648.0,1030.0,253.0,346.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893151151E9,null,null,null,0.0,4.0,606.0,253.0,291.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893111152E9,null,null,null,0.0,331.0,913.0,253.0,291.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894371151E9,null,null,null,0.0,2170.0,2728.0,253.0,308.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893451149E9,null,null,null,0.0,3.0,606.0,253.0,346.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893791156E9,null,null,null,0.0,2175.0,2743.0,253.0,121.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893389152E9,null,null,null,0.0,4.0,606.0,253.0,346.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789447315E9,null,null,null,0.0,4.0,1081.0,253.0,815.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417891751153E9,null,null,null,0.0,332.0,1270.0,253.0,241.0,362.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894693162E9,null,null,null,0.0,3.0,806.0,369.0,350.0,147.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894589149E9,null,null,null,0.0,3.0,716.0,253.0,451.0,147.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893791157E9,null,null,null,0.0,2175.0,2743.0,253.0,121.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417891731149E9,null,null,null,0.0,1481.0,1983.0,253.0,346.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893131154E9,null,null,null,0.0,243.0,789.0,253.0,291.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417891771151E9,null,null,null,0.0,53.0,740.0,253.0,323.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789175315E9,null,null,null,0.0,332.0,1270.0,253.0,323.0,362.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894453149E9,null,null,null,0.0,4.0,931.0,253.0,666.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894451148E9,null,null,null,0.0,4.0,931.0,253.0,502.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789313115E9,null,null,null,0.0,243.0,789.0,253.0,291.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893751152E9,null,null,null,0.0,4.0,606.0,253.0,346.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893773149E9,null,null,null,0.0,648.0,1030.0,253.0,121.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789309115E9,null,null,null,0.0,2191.0,2753.0,253.0,291.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894691154E9,null,null,null,0.0,3.0,806.0,369.0,451.0,147.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893811161E9,null,null,null,0.0,2268.0,2866.0,253.0,308.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894371151E9,null,null,null,0.0,2170.0,2728.0,253.0,308.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893771149E9,null,null,null,0.0,4.0,1030.0,253.0,346.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893369151E9,null,null,null,0.0,4.0,606.0,253.0,346.0,7.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417892433149E9,null,null,null,0.0,677.0,1113.0,253.0,68.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894471149E9,null,null,null,0.0,4.0,1081.0,253.0,666.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789317115E9,null,null,null,0.0,3.0,606.0,253.0,346.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789465115E9,null,null,null,0.0,3.0,806.0,277.0,451.0,147.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789357115E9,null,null,null,0.0,3.0,606.0,253.0,346.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789459115E9,null,null,null,0.0,3.0,806.0,253.0,451.0,147.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789365115E9,null,null,null,0.0,4.0,606.0,253.0,346.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893793151E9,null,null,null,0.0,2175.0,2743.0,253.0,308.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417891771151E9,null,null,null,0.0,53.0,740.0,253.0,323.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789443115E9,null,null,null,0.0,4.0,799.0,253.0,308.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789243115E9,null,null,null,0.0,677.0,1113.0,253.0,323.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894491148E9,null,null,null,0.0,4.0,716.0,253.0,815.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417891731153E9,null,null,null,0.0,1481.0,1983.0,253.0,346.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894433148E9,null,null,null,0.0,4.0,799.0,253.0,502.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417891749151E9,null,null,null,0.0,1481.0,1983.0,253.0,241.0,362.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417891733149E9,null,null,null,0.0,1481.0,1983.0,253.0,241.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417892431153E9,null,null,null,0.0,677.0,1113.0,253.0,323.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417892471149E9,null,null,null,0.0,2230.0,3000.0,253.0,347.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789305115E9,null,null,null,0.0,2308.0,2920.0,253.0,347.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894391154E9,null,null,null,0.0,332.0,923.0,253.0,308.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789305315E9,null,null,null,0.0,2308.0,2920.0,253.0,291.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41789471115E9,null,null,null,0.0,3.0,806.0,345.0,350.0,147.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417893671151E9,null,null,null,0.0,3.0,606.0,253.0,346.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417894511149E9,null,null,null,0.0,3.0,716.0,253.0,451.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.417891791152E9,null,null,null,0.0,3.0,740.0,253.0,323.0,114.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.427549347763E9,null,null,null,0.0,2.0,562.0,184.0,377.0,7.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427549207456E9,null,null,null,0.0,2.0,650.0,184.0,377.0,102.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427547947458E9,null,null,null,0.0,2.0,701.0,184.0,630.0,160.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427547688201E9,null,null,null,0.0,2.0,564.0,184.0,371.0,3.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427549227456E9,null,null,null,0.0,2.0,650.0,184.0,377.0,3.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427547607724E9,null,null,null,0.0,3.0,564.0,184.0,371.0,7.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427547628557E9,null,null,null,0.0,2.0,564.0,184.0,371.0,3.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.42754792959E9,null,null,null,0.0,3.0,980.0,184.0,630.0,160.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427547187457E9,null,null,null,0.0,2.0,564.0,184.0,371.0,7.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427547007457E9,null,null,null,0.0,3.0,564.0,184.0,371.0,7.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427549227537E9,null,null,null,0.0,2.0,562.0,184.0,377.0,3.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.42754792746E9,null,null,null,0.0,2.0,564.0,184.0,371.0,160.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427547927779E9,null,null,null,0.0,3.0,980.0,184.0,371.0,160.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.42754864782E9,null,null,null,0.0,2.0,650.0,184.0,377.0,160.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427546987835E9,null,null,null,0.0,2.0,564.0,184.0,371.0,7.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427547668318E9,null,null,null,0.0,3.0,564.0,184.0,371.0,3.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427547947459E9,null,null,null,0.0,2.0,701.0,184.0,630.0,160.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427547927779E9,null,null,null,0.0,3.0,980.0,184.0,371.0,160.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.427547608624E9,null,null,null,0.0,3.0,564.0,184.0,371.0,3.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.42754794985E9,null,null,null,0.0,2.0,701.0,184.0,377.0,160.0,null,null,null,null,null,null,null,null,null,null,null,004f7ce26058e4463f710ead9f97cfe3-X
homepower,1.420196823271E9,null,null,null,0.0,3.0,684.0,268.0,452.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420196919269E9,null,null,null,0.0,3.0,684.0,268.0,452.0,7.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198319269E9,null,null,null,0.0,3.0,795.0,248.0,379.0,110.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198119268E9,null,null,null,0.0,2098.0,2698.0,248.0,355.0,7.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198259272E9,null,null,null,0.0,990.0,1578.0,248.0,276.0,110.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420196799272E9,null,null,null,0.0,3.0,684.0,268.0,388.0,14.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420199699271E9,null,null,null,0.0,3.0,740.0,248.0,429.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198283268E9,null,null,null,0.0,286.0,1030.0,248.0,379.0,110.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198099267E9,null,null,null,0.0,2098.0,2698.0,248.0,355.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198279274E9,null,null,null,0.0,286.0,1030.0,248.0,276.0,110.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198259272E9,null,null,null,0.0,990.0,1578.0,248.0,276.0,110.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197899268E9,null,null,null,0.0,3.0,2344.0,268.0,452.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197739269E9,null,null,null,0.0,3.0,684.0,268.0,452.0,7.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197779268E9,null,null,null,0.0,3.0,684.0,268.0,452.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197919269E9,null,null,null,0.0,2098.0,2698.0,268.0,299.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198239268E9,null,null,null,0.0,2098.0,2999.0,248.0,355.0,359.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198819269E9,null,null,null,0.0,3.0,740.0,248.0,379.0,110.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420196819269E9,null,null,null,0.0,3.0,684.0,268.0,388.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420199003269E9,null,null,null,0.0,3.0,740.0,248.0,429.0,110.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198239268E9,null,null,null,0.0,2098.0,2999.0,248.0,355.0,359.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198259267E9,null,null,null,0.0,2098.0,1578.0,248.0,276.0,359.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197919269E9,null,null,null,0.0,2098.0,2698.0,268.0,299.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198299268E9,null,null,null,0.0,4.0,795.0,248.0,379.0,110.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197899273E9,null,null,null,0.0,1788.0,2344.0,268.0,452.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197879269E9,null,null,null,0.0,3.0,684.0,268.0,452.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198039268E9,null,null,null,0.0,2098.0,2698.0,248.0,355.0,7.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198279273E9,null,null,null,0.0,286.0,1030.0,248.0,276.0,110.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197903268E9,null,null,null,0.0,1788.0,2344.0,268.0,299.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197679267E9,null,null,null,0.0,3.0,684.0,268.0,452.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420196799272E9,null,null,null,0.0,3.0,684.0,268.0,388.0,14.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197839269E9,null,null,null,0.0,3.0,684.0,268.0,452.0,7.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197939267E9,null,null,null,0.0,2098.0,2698.0,248.0,299.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420197983268E9,null,null,null,0.0,2098.0,2698.0,248.0,355.0,8.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198243268E9,null,null,null,0.0,2098.0,2999.0,248.0,276.0,359.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420198299268E9,null,null,null,0.0,4.0,795.0,248.0,379.0,110.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.42019971927E9,null,null,null,0.0,3.0,690.0,248.0,429.0,4.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.42019967927E9,null,null,null,0.0,3.0,740.0,248.0,429.0,5.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.421482554022E9,null,null,null,0.0,3.0,705.0,256.0,434.0,50.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.421481822023E9,null,null,null,0.0,3.0,792.0,256.0,383.0,135.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.421483934022E9,null,null,null,0.0,3.0,777.0,256.0,381.0,118.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.421482022023E9,null,null,null,0.0,3.0,792.0,256.0,434.0,135.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.421483914021E9,null,null,null,0.0,3.0,705.0,256.0,434.0,118.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.421483922024E9,null,null,null,0.0,3.0,705.0,256.0,381.0,118.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.421482554023E9,null,null,null,0.0,3.0,705.0,256.0,434.0,135.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.421482222022E9,null,null,null,0.0,3.0,792.0,256.0,383.0,135.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.421482502021E9,null,null,null,0.0,3.0,792.0,256.0,434.0,135.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418562123438E9,null,null,null,0.0,2.0,967.0,261.0,501.0,214.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418564617437E9,null,null,null,4129.0,4.0,646.0,261.0,260.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418564463439E9,null,null,null,0.0,2.0,1012.0,261.0,613.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418563057439E9,null,null,null,0.0,2.0,530.0,261.0,255.0,3.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41856317744E9,null,null,null,0.0,2.0,530.0,261.0,255.0,7.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418565043438E9,null,null,null,0.0,2.0,618.0,261.0,256.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418562143439E9,null,null,null,0.0,2.0,627.0,261.0,255.0,118.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418563477441E9,null,null,null,0.0,2.0,530.0,261.0,255.0,5.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418563497439E9,null,null,null,0.0,2.0,530.0,261.0,255.0,3.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41856445744E9,null,null,null,0.0,2.0,1012.0,261.0,255.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418565017438E9,null,null,null,3321.0,4.0,4110.0,261.0,245.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418563057439E9,null,null,null,0.0,2.0,530.0,261.0,255.0,3.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418562117443E9,null,null,null,0.0,2.0,967.0,261.0,256.0,214.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418564617442E9,null,null,null,4129.0,4.0,646.0,261.0,260.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418562117439E9,null,null,null,0.0,2.0,967.0,261.0,256.0,214.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418565037441E9,null,null,null,3321.0,2.0,618.0,261.0,424.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418564483437E9,null,null,null,0.0,2.0,646.0,261.0,260.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418564623438E9,null,null,null,4129.0,4.0,4685.0,261.0,184.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418565023439E9,null,null,null,3321.0,4.0,4110.0,261.0,424.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418562137441E9,null,null,null,0.0,2.0,627.0,261.0,501.0,118.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41856315744E9,null,null,null,0.0,2.0,530.0,261.0,255.0,5.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418562137441E9,null,null,null,0.0,2.0,627.0,261.0,501.0,118.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.41856445744E9,null,null,null,0.0,2.0,1012.0,261.0,255.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418564617499E9,null,null,null,4129.0,4.0,4685.0,261.0,260.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418565017438E9,null,null,null,3321.0,4.0,4110.0,261.0,245.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418564637442E9,null,null,null,4296.0,4.0,4911.0,261.0,184.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418565037442E9,null,null,null,3321.0,2.0,618.0,261.0,424.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418564477439E9,null,null,null,0.0,2.0,646.0,261.0,613.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418564643439E9,null,null,null,4296.0,4.0,4911.0,261.0,245.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418565037511E9,null,null,null,0.0,2.0,618.0,261.0,424.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.418564637438E9,null,null,null,4129.0,4.0,4911.0,261.0,184.0,145.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420758206051E9,null,null,null,4262.0,5.0,5498.0,267.0,915.0,51.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420758092527E9,null,null,null,4262.0,5.0,5448.0,267.0,915.0,51.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420757466027E9,null,null,null,4262.0,5.0,5510.0,267.0,864.0,7.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420757492027E9,null,null,null,4262.0,6.0,5588.0,267.0,1053.0,7.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420757795021E9,null,null,null,4262.0,5.0,5358.0,267.0,824.0,7.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420759046543E9,null,null,null,0.0,3.0,1265.0,247.0,394.0,138.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420757946008E9,null,null,null,4262.0,5.0,5423.0,267.0,824.0,63.0,null,null,null,null,null,null,null,null,null,null,null,null
homepower,1.420758767742E9,null,null,null,4262.0,1992.0,7591.0,267.0,818.0,138.0,null,null,null,null,null,null,null,null,null,null,null,null
